car_id,msrp,make,engine_hp,engine_cylinders,transmission_type,driven_wheels,number_of_doors,vehicle_size,vehicle_style,highway_mpg,city_mpg
1454,30780,Ford,231.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,33,22
1455,31270,Ford,231.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,33,22
1456,33270,Ford,231.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,31,22
1457,28115,Ford,231.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,31,22
1458,30610,Ford,231.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,31,21
1459,27405,Ford,231.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,29,20
1460,32610,Ford,231.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,29,20
1461,36620,Ford,231.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,31,21
1462,38620,Ford,231.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,29,20
1463,77900,Maserati,404.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,25,15
1464,69800,Maserati,345.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,25,15
1465,76050,Maserati,404.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,24,16
1466,70600,Maserati,345.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,24,17
1467,78550,Maserati,404.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,24,16
1468,77200,Maserati,404.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,24,16
1469,79700,Maserati,404.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,24,16
1470,71600,Maserati,345.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,24,17
1471,25375,Volkswagen,200.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,Sedan,29,22
1472,25375,Volkswagen,200.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,Sedan,29,22
1473,24300,Volkswagen,200.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,29,20
1474,24300,Volkswagen,200.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,29,20
1475,24300,Volkswagen,200.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,29,20
1476,25375,Volkswagen,200.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,Sedan,29,22
1477,24770,Volkswagen,200.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,31,21
1478,24770,Volkswagen,200.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,31,21
1479,25870,Volkswagen,200.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,Sedan,29,22
1480,25870,Volkswagen,200.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,Sedan,29,22
1481,26895,Volkswagen,200.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Midsize,Sedan,32,24
1482,25795,Volkswagen,200.0,4.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,33,22
1483,26695,Volkswagen,200.0,4.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,33,22
1484,24845,Volkswagen,200.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Midsize,Sedan,32,24
1485,26895,Volkswagen,200.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Midsize,Sedan,32,24
1486,25795,Volkswagen,200.0,4.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,33,22
1487,27795,Volkswagen,200.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Midsize,Sedan,32,24
1488,24845,Volkswagen,200.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Midsize,Sedan,32,24
1489,27795,Volkswagen,200.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Midsize,Sedan,32,24
1490,26695,Volkswagen,200.0,4.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,33,22
1491,23745,Volkswagen,200.0,4.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,33,22
1492,23745,Volkswagen,200.0,4.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,33,22
1493,26950,Volkswagen,170.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,Compact,Wagon,30,22
1494,32890,Volkswagen,170.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,Compact,Wagon,30,22
1495,30530,Volkswagen,170.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,Compact,Wagon,30,22
1496,25850,Volkswagen,170.0,4.0,MANUAL,all wheel drive,4.0,Compact,Wagon,30,22
1497,29430,Volkswagen,170.0,4.0,MANUAL,all wheel drive,4.0,Compact,Wagon,30,22
1498,29280,Volkswagen,220.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,34,25
1499,32640,Volkswagen,220.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,33,25
1500,24785,Volkswagen,210.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,34,25
1501,28885,Volkswagen,210.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,33,25
1502,26280,Volkswagen,220.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,34,25
1503,25885,Volkswagen,210.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,33,25
1504,30380,Volkswagen,220.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,33,25
1505,29880,Volkswagen,220.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,34,25
1506,27380,Volkswagen,220.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,33,25
1507,30980,Volkswagen,220.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,33,25
1508,27980,Volkswagen,220.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,33,25
1509,29485,Volkswagen,210.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,33,25
1510,31540,Volkswagen,220.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,34,25
1511,25385,Volkswagen,210.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,34,25
1512,30045,Volkswagen,210.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,34,25
1513,26880,Volkswagen,220.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,34,25
1514,31145,Volkswagen,210.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,33,25
1515,27785,Volkswagen,210.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,34,25
1516,26485,Volkswagen,210.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,33,25
1517,28385,Volkswagen,210.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,34,25
1518,30620,Volkswagen,220.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,33,25
1519,26095,Volkswagen,210.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,33,25
1520,25595,Volkswagen,210.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,34,25
1521,29125,Volkswagen,210.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,33,25
1522,31220,Volkswagen,220.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,33,25
1523,27090,Volkswagen,220.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,34,25
1524,27590,Volkswagen,220.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,33,25
1525,31630,Volkswagen,220.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,34,25
1526,24995,Volkswagen,210.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,34,25
1527,30135,Volkswagen,210.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,34,25
1528,31235,Volkswagen,210.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,33,25
1529,32730,Volkswagen,220.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,33,25
1530,29725,Volkswagen,210.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,33,25
1531,28025,Volkswagen,210.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,34,25
1532,26490,Volkswagen,220.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,34,25
1533,30120,Volkswagen,220.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,34,25
1534,28625,Volkswagen,210.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,34,25
1535,26695,Volkswagen,210.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,33,25
1536,29520,Volkswagen,220.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,34,25
1537,28190,Volkswagen,220.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,33,25
1538,35195,Volkswagen,220.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,32,24
1539,25595,Volkswagen,210.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,34,24
1540,27995,Volkswagen,220.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,34,24
1541,34095,Volkswagen,220.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,34,24
1542,26095,Volkswagen,210.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,32,24
1543,26695,Volkswagen,210.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,32,24
1544,31990,Volkswagen,220.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,32,24
1545,30890,Volkswagen,220.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,34,24
1546,24995,Volkswagen,210.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,34,24
1547,29095,Volkswagen,220.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,32,24
1548,39090,Volkswagen,292.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,Compact,4dr Hatchback,30,23
1549,36595,Volkswagen,292.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,Compact,4dr Hatchback,30,23
1550,36750,Volkswagen,292.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,Compact,4dr Hatchback,30,23
1551,38995,Volkswagen,292.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,Compact,4dr Hatchback,30,23
1552,35650,Volkswagen,292.0,4.0,MANUAL,all wheel drive,4.0,Compact,4dr Hatchback,31,22
1553,37895,Volkswagen,292.0,4.0,MANUAL,all wheel drive,4.0,Compact,4dr Hatchback,31,22
1554,36755,Volkswagen,292.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,Compact,4dr Hatchback,30,23
1555,35655,Volkswagen,292.0,4.0,MANUAL,all wheel drive,4.0,Compact,4dr Hatchback,31,22
1556,39375,Volkswagen,292.0,4.0,MANUAL,all wheel drive,4.0,Compact,4dr Hatchback,31,22
1557,40475,Volkswagen,292.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,Compact,4dr Hatchback,30,23
1558,31445,Volkswagen,150.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,Wagon,42,31
1559,27995,Volkswagen,150.0,4.0,MANUAL,front wheel drive,4.0,Compact,Wagon,43,31
1560,30345,Volkswagen,150.0,4.0,MANUAL,front wheel drive,4.0,Compact,Wagon,43,31
1561,24595,Volkswagen,150.0,4.0,MANUAL,front wheel drive,4.0,Compact,Wagon,43,31
1562,25695,Volkswagen,150.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,Wagon,42,31
1563,29095,Volkswagen,150.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,Wagon,42,31
1564,26995,Volkswagen,150.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,43,31
1565,19295,Volkswagen,170.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,37,25
1566,23445,Volkswagen,150.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,43,31
1567,21295,Volkswagen,170.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,37,25
1568,17995,Volkswagen,170.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,37,25
1569,28395,Volkswagen,150.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,45,30
1570,24895,Volkswagen,170.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,36,25
1571,20995,Volkswagen,170.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,36,25
1572,29495,Volkswagen,150.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,43,31
1573,27395,Volkswagen,170.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,36,25
1574,22345,Volkswagen,150.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,45,30
1575,25895,Volkswagen,150.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,45,30
1576,22395,Volkswagen,170.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,36,25
1577,20395,Volkswagen,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,36,25
1578,20675,Volkswagen,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,36,25
1579,27425,Volkswagen,170.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,36,25
1580,19595,Volkswagen,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,36,25
1581,22625,Volkswagen,170.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,36,25
1582,18495,Volkswagen,170.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,37,25
1583,25225,Volkswagen,170.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,36,25
1584,20175,Volkswagen,170.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,37,25
1585,19575,Volkswagen,170.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,37,25
1586,21275,Volkswagen,170.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,36,25
1587,20995,Volkswagen,170.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,35,25
1588,22695,Volkswagen,170.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,35,25
1589,21595,Volkswagen,170.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,36,25
1590,19895,Volkswagen,170.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,36,25
1591,30995,Dodge,283.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,25,17
1592,27395,Dodge,283.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,25,17
1593,21795,Dodge,283.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,25,17
1594,24245,Dodge,283.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,25,17
1595,28395,Dodge,283.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,25,17
1596,25245,Dodge,283.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,25,17
1597,25095,Dodge,283.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,25,17
1598,22595,Dodge,283.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,25,17
1599,28295,Dodge,283.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,25,17
1600,31495,Dodge,283.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,25,17
1601,26195,Dodge,283.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,25,17
1602,29395,Dodge,283.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,25,17
1603,98172,Maserati,395.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Compact,Coupe,16,11
1604,98872,Maserati,401.0,8.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,18,11
1605,104122,Maserati,401.0,8.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,18,11
1606,99900,Maserati,401.0,8.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,18,11
1607,143300,Maserati,454.0,8.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Convertible,20,13
1608,153400,Maserati,454.0,8.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Convertible,20,13
1609,138800,Maserati,444.0,8.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Convertible,20,13
1610,161070,Maserati,454.0,8.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Convertible,20,13
1611,182009,Maserati,454.0,8.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Convertible,20,13
1612,150465,Maserati,454.0,8.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Convertible,20,13
1613,145740,Maserati,444.0,8.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Convertible,20,13
1614,161070,Maserati,454.0,8.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Convertible,20,13
1615,150465,Maserati,454.0,8.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Convertible,20,13
1616,145740,Maserati,444.0,8.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Convertible,20,13
1617,182009,Maserati,454.0,8.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Convertible,20,13
1618,143400,Maserati,454.0,8.0,AUTOMATIC,rear wheel drive,2.0,Large,Coupe,21,13
1619,126500,Maserati,454.0,8.0,AUTOMATIC,rear wheel drive,2.0,Large,Coupe,21,13
1620,132825,Maserati,454.0,8.0,AUTOMATIC,rear wheel drive,2.0,Large,Coupe,21,13
1621,165627,Maserati,454.0,8.0,AUTOMATIC,rear wheel drive,2.0,Large,Coupe,21,13
1622,150570,Maserati,454.0,8.0,AUTOMATIC,rear wheel drive,2.0,Large,Coupe,21,13
1623,150570,Maserati,454.0,8.0,AUTOMATIC,rear wheel drive,2.0,Large,Coupe,21,13
1624,132825,Maserati,454.0,8.0,AUTOMATIC,rear wheel drive,2.0,Large,Coupe,21,13
1625,165627,Maserati,454.0,8.0,AUTOMATIC,rear wheel drive,2.0,Large,Coupe,21,13
1626,111510,Nissan,545.0,6.0,AUTOMATED_MANUAL,all wheel drive,2.0,Midsize,Coupe,23,16
1627,115710,Nissan,545.0,6.0,AUTOMATED_MANUAL,all wheel drive,2.0,Midsize,Coupe,23,16
1628,101770,Nissan,545.0,6.0,AUTOMATED_MANUAL,all wheel drive,2.0,Midsize,Coupe,23,16
1629,149990,Nissan,600.0,6.0,AUTOMATED_MANUAL,all wheel drive,2.0,Midsize,Coupe,23,16
1630,111510,Nissan,545.0,6.0,AUTOMATED_MANUAL,all wheel drive,2.0,Midsize,Coupe,22,16
1631,149990,Nissan,600.0,6.0,AUTOMATED_MANUAL,all wheel drive,2.0,Midsize,Coupe,22,16
1632,101770,Nissan,545.0,6.0,AUTOMATED_MANUAL,all wheel drive,2.0,Midsize,Coupe,22,16
1633,109990,Nissan,565.0,6.0,AUTOMATED_MANUAL,all wheel drive,2.0,Midsize,Coupe,22,16
1634,149995,Ford,550.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,19,12
1635,149995,Ford,550.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,19,12
1636,26275,Volkswagen,200.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,31,21
1637,31695,Volkswagen,200.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,33,24
1638,24595,Volkswagen,200.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,31,21
1639,25095,Volkswagen,200.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,33,24
1640,27375,Volkswagen,200.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,33,24
1641,31695,Volkswagen,200.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,33,24
1642,29995,Volkswagen,200.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,31,21
1643,29545,Volkswagen,200.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,33,24
1644,27845,Volkswagen,200.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,31,21
1645,31095,Volkswagen,200.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,33,24
1646,28445,Volkswagen,200.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,31,21
1647,27845,Volkswagen,200.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,31,21
1648,25095,Volkswagen,200.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,33,24
1649,24595,Volkswagen,200.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,31,21
1650,28945,Volkswagen,200.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,33,24
1651,23995,Volkswagen,200.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,31,21
1652,27375,Volkswagen,200.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,33,24
1653,29545,Volkswagen,200.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,33,24
1654,29995,Volkswagen,200.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,31,21
1655,23995,Volkswagen,200.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,31,21
1656,25695,Volkswagen,200.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,33,24
1657,26875,Volkswagen,200.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,31,21
1658,30595,Volkswagen,200.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,31,21
1659,30595,Volkswagen,200.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,31,21
1660,27975,Volkswagen,200.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,33,24
1661,26875,Volkswagen,200.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,31,21
1662,28445,Volkswagen,200.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,31,21
1663,25695,Volkswagen,200.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,33,24
1664,26275,Volkswagen,200.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,31,21
1665,28945,Volkswagen,200.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,33,24
1666,31095,Volkswagen,200.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,33,24
1667,27975,Volkswagen,200.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,33,24
1668,29895,Volkswagen,200.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,33,24
1669,29695,Volkswagen,200.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,31,21
1670,30795,Volkswagen,200.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,33,24
1671,25300,Volkswagen,200.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,33,24
1672,24200,Volkswagen,200.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,31,21
1673,25895,Volkswagen,200.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,33,24
1674,30995,Volkswagen,200.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,31,21
1675,30395,Volkswagen,200.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,31,21
1676,24200,Volkswagen,200.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,31,21
1677,28795,Volkswagen,200.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,31,21
1678,25095,Volkswagen,200.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,31,21
1679,28395,Volkswagen,200.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,33,24
1680,27295,Volkswagen,200.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,31,21
1681,28195,Volkswagen,200.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,31,21
1682,31495,Volkswagen,200.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,33,24
1683,28195,Volkswagen,200.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,31,21
1684,24795,Volkswagen,200.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,31,21
1685,26195,Volkswagen,200.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,33,24
1686,31495,Volkswagen,200.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,33,24
1687,24795,Volkswagen,200.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,31,21
1688,32095,Volkswagen,200.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,33,24
1689,25300,Volkswagen,200.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,33,24
1690,27895,Volkswagen,200.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,33,24
1691,30995,Volkswagen,200.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,31,21
1692,29295,Volkswagen,200.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,33,24
1693,29695,Volkswagen,200.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,31,21
1694,26195,Volkswagen,200.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,33,24
1695,32095,Volkswagen,200.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,33,24
1696,26795,Volkswagen,200.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,31,21
